,AUD_3Y,AUD_10Y,CAD_10Y,FRA_10Y,GBP_2Y,GBP_10Y,GER_2Y,GER_5Y,GER_10Y,GER_30Y,ITA_10Y,JPY_10Y,KRW_10Y,SPA_10Y,USD_2Y,USD_5Y,USD_10Y,USD_20Y,USD_30Y,ZAR_10Y,AUD_3M,CAD_3M,CHF_3M,EUR_3M,GBP_3M,JPY_3M,USD_3M
1999-01-21,0.0010911504828672314,0.002644183646173026,0.002979457425121401,,,0.0046013553082908665,0.0006641996394343153,0.0015519444951614947,0.0038438541043819274,0.011265020026702155,,-0.0027541886619234512,,,0.0009618941916389456,0.0022136137244050946,0.0037037037037037646,0.0064484126984127865,,,0.00031539108494538226,0.0004209197095652595,0.0007099391480731576,5.1538421893537745e-05,0.0004234596654668632,0.00010063399416315733,0.0002630471380471455
1999-01-22,0.0024577333916675492,0.007963420009535538,0.0035178236397748197,,,0.003997335109926725,0.00028446804475623644,0.0010026433324217265,0.0017869298842749792,0.001732816238963597,,0.001380897583429297,,,0.0007392075694854228,0.0017945886250689824,0.004480759093305142,0.007885657959586068,,,0.0005254860746188861,0.00021037130535406234,0.0004053917097395221,0.00015460729746452628,0.0,-0.00010062386798137535,5.2595592489268483e-05
1999-01-25,0.0016385646738110715,0.011038160352141002,0.0003894991041519802,,,-0.00431320504313204,-0.0001895914304672619,-0.00018211619012931113,-0.0002548203516521408,-0.0004118616144975773,,-0.0025281544472536277,,,-0.00014773230905595902,-0.0001377979881493907,0.0,-0.0034229828850855792,,,0.00021008403361344463,-0.00021032705857615408,0.0,0.0,-0.0008465608465608732,0.0,0.0
1999-01-26,-0.002452599468088845,-0.007920618153710257,-0.0003893474536674768,,,0.0014161946017992033,-9.481369109709537e-05,-0.0004553734061930603,-0.0002548853016143271,-0.0009888751545116259,,0.004301075268817289,,,-0.0006648936170212671,-0.0009647188533626894,-0.0015743899239044623,-0.0002453385672227526,,,-0.00010501995379130769,0.0,-0.0005065342923715743,-0.00025763899623842956,-0.000316722972973027,0.0,-5.2592826338404564e-05
1999-01-27,0.0,-0.0033977876483703984,0.001791695879099331,,,-0.0008318775476249263,-0.00028446804475623644,-9.111617312074216e-05,0.0005099005693889325,0.0028045863235171,,-0.005047415111654963,,,0.00036963110815402267,0.0008277003724652676,0.001051248357424539,0.0,,,-0.00010503098414027523,0.00010518565267703117,-0.00010135819987833194,0.0,0.0005280388636603739,-0.00010063399416326835,0.0
1999-01-28,0.0019116293848076005,0.0037890749429774218,-0.0004665629860031162,,,-0.0006660561152277422,-0.0001896993265675384,-0.0005467468562054822,-0.0002548203516521408,-0.004606399605165623,,-0.0024596464258261896,,,-0.00014779781259233182,0.0001378359751895708,0.0005250721974272565,0.0036809815950920033,,,0.0006302521008403339,0.0,-0.00040547389761791397,0.00010308215647869545,-5.2776018577116446e-05,0.0,-0.00010519118497864799
1999-01-29,0.0013655744523246582,0.00037844611650128535,0.0009335615372647599,,,0.0019161876197617556,-0.0002846029788444726,-0.000547045951859948,-0.001104502973661936,-0.001570118172051993,,-0.006626598859608701,,,0.00014781966001486957,0.0005512679162071876,0.0007871949619522312,0.0014669926650365817,,,0.000629855133319257,-0.00010517458981917915,0.00030422878004254805,0.00010307153164301752,-0.00026389402016158137,0.00010064412238319775,-0.00015780337699222713
1999-02-01,-0.0010911517099458923,-0.001512153941750527,-0.005518420643556565,,,-0.0016630633627141567,-0.0013285253368761074,-0.0019157088122606636,-0.004593008420515354,-0.00761463333885104,,-0.00155134967421644,,,-0.0016257759385160941,-0.003994490358126712,-0.00550603041426323,-0.0107421875,,,-0.0001049097775911445,-0.00021037130535395132,-0.00010137875101379201,-0.0005153045449860505,0.00010558547143912911,0.0,-0.0002630471380471455
1999-02-02,-0.0008183016896707862,-0.005278369770105318,-0.0023446658851113966,,,-0.0014159586873230268,9.502090459911905e-05,0.000639795265515053,0.0013671708109030956,0.0015012510425354009,,-0.015459912989434388,,,-0.000888230940044421,-0.0022126953395104065,-0.0034273662008963424,-0.006663376110562669,,,0.0,0.0,0.0004055561188280876,-0.0001546710661992634,0.0,0.00020126798832631465,0.0
1999-02-03,-0.0038110540489559863,-0.01125494198586341,-0.0019584802193497453,,,-0.003836850446242379,-0.0002850356294537004,-0.001096090610157141,-0.0037545865688198843,-0.006578947368421018,,0.0013414345458848675,,,-0.0003704252481848691,-0.0019404019404019035,-0.002645502645502673,-0.0017391304347825765,,,-0.0008393662784597078,-0.0002104155707521871,-0.00020269585486976105,5.1564997679554025e-05,-0.000316722972973027,0.00020122748767481546,-0.00010524654002008749
1999-02-04,0.0016373709730763686,0.004155337018438621,-0.0022762951334380777,,,-0.006698484467889232,-0.0006652727618322585,-0.002743233357717645,-0.005567451820128522,-0.009305054908206878,,0.007013396375098457,,,-0.0008893500333506665,-0.003055131231773367,-0.0053050397877983935,-0.007715281234444982,,,0.0007350624803108552,0.00031568978217411114,-0.0002027369488090125,0.00010312467773543332,0.0016897243637130632,0.0003017805049794209,-0.00010525761802004929
1999-02-05,-0.0016346943719618423,-0.004888257647735372,-7.867201636380106e-05,,,0.0029503498271938877,0.00038040893960999966,0.0012836970474967568,0.0016365202411714463,0.0036385175156539162,,-0.008529618906017666,,,-0.0006676062606632005,-0.0016715419974926427,-0.0021333333333333204,-0.0022573363431150906,,,-0.00041972717733462783,-0.00021039343572470948,0.0001013890297070219,-0.00020622808826575856,0.0008961518186612061,-0.00010056315366036017,-0.00010526869835258967
1999-02-08,-0.0002725769343423501,-0.0011293867348771691,0.001180173092053538,,,-0.005715246259875628,-0.0008555946382736712,-0.0021062271062270987,-0.005159515005589532,-0.008430992327796982,,0.013812154696132506,,,0.0002969121140141695,0.000837170364169193,0.0013361838588989983,0.0007541478129713397,,,-0.00020995171110660404,0.0,0.00020275750202758402,-0.00020627062706268795,5.266761468369907e-05,0.0,-5.263989050896534e-05
1999-02-09,0.0008182264591596322,0.003018614072765713,0.0006286836935167628,,,0.0033812341504648735,0.0007611798287345817,0.0020189042855831563,0.005445587345492164,0.009608026528356461,,0.011677695601401306,,,0.00014841199168902364,0.0012547051442910462,0.0021350413664265044,0.0042702838482793215,,,0.00010499790004203646,0.0,0.00020271639975688593,0.0,-0.0005266484095217683,0.00010057326762535901,5.264266161297826e-05
1999-02-10,0.0005454927046366631,0.0018866536422184055,0.0005497526113249496,,,-0.0014321819713564166,0.0,9.158347834059555e-05,0.0003438789546079679,0.001179046656560656,,-0.00038476337052695264,,,7.419498441896266e-05,-0.0006961849067111947,-0.000798934753661773,-0.0017508754377189018,,,0.00010498687664051154,-0.00010521885521885821,0.00030401297121995796,0.0,0.0007376962799030551,0.00010056315366058222,0.0
1999-02-11,-0.002722345930872061,-0.009744459216101897,0.00023547880690744094,,,-0.00016873365392722217,0.00019015021867274662,0.0009157509157509125,0.0017188037126161237,0.0037012113055181484,,0.0,,,-0.0002967579197269421,-0.0009753378849101102,-0.0005330490405117683,0.0,,,-0.0006301859048417624,-0.00010522992739137038,-0.00030392057542283357,5.157829585300533e-05,0.0003159224936815086,0.0,-0.00015791135909049014
1999-02-12,0.0005452279264992477,0.003015132671997822,-0.008710664678647229,,,-0.010632014176018889,-0.0006653992395437847,-0.0025617566331198605,-0.007120796156485865,-0.014079785450888282,,-0.0065434949961508115,,,-0.0022263450834879572,-0.006136680613668011,-0.008533333333333282,-0.016537208719619167,,,0.00021019442984759884,-0.0002104820037885924,0.00015200648560997898,5.1575635669820485e-05,0.0002105484787873202,-0.00010055304172951196,-0.0007896814951301456
1999-02-15,-0.002177546311959877,-0.008984770243334772,0.0014249525015832543,,,-0.002302771855010599,-0.000665842290497376,-0.0019262520638414493,-0.0046660330078631684,-0.011475688541312423,,-0.0027121270825263277,,,0.0,0.0,0.0,0.0,,,-0.0008406010297362654,-0.00031578947368426924,-0.0003546278940168568,0.0,-0.0002105041574572697,0.001005631536605156,0.0
1999-02-16,0.0024554948899533358,0.006032905538279731,-0.00031620553359690273,,,0.0011967857753463207,0.0,-9.19033177098072e-05,0.0,0.0006019434173187843,,0.00815850815850827,,,0.0,0.0,0.0002689618074234179,0.006878980891719788,,,0.0009464717635925268,0.0,0.0003040745996352179,0.00020629190304277678,-0.0006316454363616275,0.0001004621257785221,0.00010537407797661658
1999-02-17,-0.0005449638674995816,0.0,0.0015114151618806915,,,-0.0005976775956284541,0.0005711022272987254,0.0013786764705883137,0.0029516451080824346,0.005242351323478944,,0.00423892100192691,,,0.0008925251022684488,0.0021049677238282882,0.0026888948642107557,0.004807692307692291,,,-0.0003151922672830487,0.00010529640939238583,0.00010132738879331527,0.00015468701660314998,-0.00015801116612246258,0.0006027122049221401,0.0002634074386260732
1999-02-18,0.0005452610150511461,0.0033928136381717877,-0.001111993645750653,,,-0.0005980350277658975,-0.0002853881278539472,-0.0006424965580542619,-0.0016445944776248833,-0.0018808241429426609,,0.004681504221028199,,,-0.000445864605781332,-0.0021005461419969507,-0.0032180209171359664,-0.0050365147318055525,,,0.0003152916447715093,0.00021057064645191303,-0.00010131712259375814,-5.155436407688896e-05,0.00015803613759679536,0.0004015661078204946,-5.266761468369907e-05
1999-02-19,-0.0019057857952234913,-0.007121829710427852,-0.0007951653944020531,,,0.0024790562489314105,0.000761252259967593,0.0014695077149156077,0.001820704005548679,0.0029122055674517533,,0.009166603009701513,,,-0.000297375659802257,-0.0008419870895313153,-0.0016142050040355294,-0.0012655024044545549,,,-0.0004202563563774353,0.0,0.0,5.1557022066273106e-05,0.0,0.00010035122930251994,-0.00010534077741497505
1999-02-22,0.000817779625123638,0.0030124531250792508,0.0018303358268343395,,,0.0025581990278844557,0.0002852524484169283,0.00036734319037567964,0.0028559065339679446,0.004355623879067405,,0.002270834910302,,,0.0008180263255743725,0.0015449438202246313,0.0024252223120453387,0.003294475418144982,,,0.00031532478452800383,0.0,-0.00030398216637961273,-5.155436407688896e-05,0.00021068155482972806,-0.0003010234798314082,0.0
1999-02-23,-0.00027246121471302676,-0.0003760367794163333,-0.0031773770752244745,,,0.0024666156332397993,9.505703422041378e-05,0.0011016248967226083,0.0018985157059026037,0.001700680272108901,,-0.008383052639528654,,,-0.0014117996730569349,-0.003085121301360294,-0.00349462365591402,-0.0073250820914372294,,,0.0,-0.00042105263157898865,0.0004054327995135498,-0.0001546710661992634,-0.0002106371774617255,-0.00020074274816817006,-0.0004740834386852688
1999-02-24,-0.001361316323431061,-0.004500526678580363,-0.00589688421388157,,,-0.0012612461111578543,-0.0009504799923960583,-0.002109124254928929,-0.002411714039621038,-0.0018675721561969283,,0.0006854531607005665,,,-0.0016381236038719438,-0.0030946687297791486,-0.00512543835985968,-0.007379134860050929,,,-0.00031522538615114115,-0.0005268148772521464,0.0003039513677811634,-0.00010312999535921907,-0.00010534077741497505,0.0002007830539101363,-0.0004743083003952986
1999-02-25,-0.0019046311399469884,-0.007479004659961097,-0.004488977955911855,,,-0.01321771341976774,-0.0019979069546188777,-0.003951479507443456,-0.01105163184251412,-0.020581731587004604,,-0.0022071694953953447,,,-0.001491646778042921,-0.005326604990187778,-0.007583965330444253,-0.009009009009009028,,,-0.00031532478452811485,-0.00021083702298119178,-0.00010128633647321639,-0.0001031406322521411,-0.0008428150021070335,0.0,5.272593061267372e-05
1999-02-26,-0.0005444023126175423,-0.002994606547828349,-0.0016104356228360261,,,-0.0022182407644397717,-0.000380988665587112,-0.0005535566011625193,-0.0005238344683080598,0.00199722125738111,,-0.0007627765064835978,,,7.469375560198444e-05,0.0008455467869221689,0.0021834061135370675,0.005454545454545379,,,-0.00010514141520345799,-0.00021088148460579603,-0.0002027163997566639,-5.157563566970946e-05,-0.000158161113454236,0.00010037137408414054,-0.00021089260294193668
1999-03-01,0.0013624275188288681,0.0045095896271318825,-0.004677796596499695,,,-0.0069260367678495305,-0.0013339685564555115,-0.0026770054463213233,-0.006726065688329896,-0.013172718606464962,,0.0034351145038167274,,,-0.001120322652924055,-0.0036609405801182326,-0.0062636165577342195,-0.007491604236631311,,,0.0003154574132491206,-0.00105462982493143,-0.0009124087591241281,-0.00036104807097170344,-0.0007909306617454037,0.0,-0.00031640563202028904
1999-03-02,-0.0021758316772498842,-0.0074683815740203,0.005591119034113801,,,0.0007749268124677133,0.0,0.0,0.0016709172456248478,0.000794351279788108,,0.0026626093571702203,,,0.00029908778226417354,0.0012719050310909807,0.0021923814743765035,0.004424778761061843,,,-0.00042047724166915934,0.0004222972972973693,-0.0007102993404362046,-0.00015479077446989287,0.0012137203166227017,0.0004014452027298887,0.0002637548135253631
1999-03-03,0.0002722545369664431,0.0011242395818618078,-0.0021756647864624723,,,-0.006538759356448431,-0.00095410743249702,-0.0029618659755646926,-0.003950834064969322,-0.00864273745480204,,0.009332321699544677,,,7.474958887732086e-05,-0.0005645730416372619,-0.0021875854525567062,-0.006737496760818917,,,0.0,-0.00010552975939215337,-0.00030463038180339463,0.0,-0.0018447267169134918,0.0005016051364366003,0.00015821115916048178
1999-03-04,-0.001631724559714054,-0.007085871038801539,-0.0016151174997981466,,,-0.00034641032302751285,0.0003820074491454051,0.0011139992573339086,-0.0011458792419568598,-0.0038252824481807,,0.00202961737953844,,,-0.0003737200089692916,-0.0012710069199265428,-0.0021923814743765035,-0.002608922515001333,,,-0.00042065411715219714,0.0,0.0,0.0002578914792656928,0.00031682331819626874,0.0003006614552014675,-5.272871078310093e-05
1999-03-05,-0.0024454769351102135,-0.005961072035374548,0.003963439294669691,,,0.010136013168153823,0.0023866348448686736,0.006027448071216579,0.012795623014472346,0.02205751026969094,,0.002419110976715988,,,0.0013458950201883368,0.003535067873303266,0.004943696786597007,0.006539366989275486,,,-0.0008416622830089704,0.0005277044854881119,0.00010157440325020417,0.0008250399628730865,0.0007390202702703963,0.0,0.0006855093862054851
1999-03-08,0.002724311153036618,0.009011947209354387,0.00032226877215602023,,,-0.001972555746140525,0.0004761904761905189,-0.0006452207576734814,-0.0036936065429600262,-0.01109654871122756,,-0.0033182503770738947,,,0.0003733572281958697,0.0005636184303225988,0.0008198961464880306,0.0007796257796257589,,,0.0007370748657471449,0.0002109704641348742,0.00030469226081653034,0.00020608995826676413,0.0004747336216899267,-0.00020038072337436041,-5.269536807728237e-05
1999-03-09,-0.0010878486295187173,-0.004105918532872677,0.005557345360824639,,,-0.006359027240697812,0.00019038553069972153,-0.00018446781036707272,-0.002294995145202594,-0.005389644813571404,,-0.0038589588377723194,,,0.0017168022691647078,0.004083931840585864,0.004915346805024479,0.006232147494157347,,,-0.00010521885521885821,0.0009491668424383981,0.00010153315057381818,-0.00010302374697357397,-0.0010544630147096834,0.00010021044192787265,0.0005796795952783818
1999-03-10,0.0010890333329374169,0.0056272846893192785,0.0002402883460153049,,,0.004843033814754039,0.0001903492909489657,0.0007380073800737907,0.0018579138281871188,0.0033756773563116127,,0.0008355488036460024,,,-0.00029806259314457684,-0.0009817671809256856,-0.0010869565217391797,-0.0015483870967741842,,,0.00031568978217411114,-0.00021072595090076973,0.0006091370558376497,5.151718097984315e-05,0.0005277880403229407,0.00010020040080171988,-5.266761468369907e-05
1999-03-11,0.001361848801441523,0.0022492397905160555,0.00016015374759770218,,,0.00301230742748948,0.0016176610524312185,0.0034107669616518788,0.007064641469445521,0.0138114209827358,,-0.007285974499089076,,,-7.453786523559103e-05,0.0001403902849923533,0.0,0.00025846471956580963,,,0.0006311803071743505,0.0,0.00010146103896091496,0.00010302905419323771,0.00036925673893550837,0.00010019036168706918,0.0
1999-03-12,0.0005446327578326748,0.0014996021324620301,0.0044835868694954595,,,0.0008580744808648344,-0.0008550256507695586,-0.0008268259072116146,-0.002367590319186319,-0.004541088114575209,,0.0032110091743118296,,,0.0008945210585165064,0.0023862998315553607,0.00244831338411311,0.0031007751937983663,,,0.0005256518082421557,0.0005269259142164362,0.00010145074566292323,0.00010301844030080609,0.0,0.0,0.0002633519435373266
1999-03-15,0.0,0.0011248427097887426,0.0027100271002711285,,,0.0,0.00019016829894447085,-0.000551673409341702,0.00017579326711802956,-0.001491358891130834,,-0.005486968449931351,,,0.00022343040142991377,0.0007001820473322429,0.0013568521031208647,0.0043791859866049165,,,0.0006304507723022823,0.0004213187276174146,0.000304321363359783,0.0001545117428924936,0.0,-0.00010018032458414261,0.0
1999-03-16,0.0008175315146903284,0.002632469469934229,-0.0013513513513513375,,,0.004972565157750353,0.0002851982127578534,0.0016559337626493864,0.005184989893663561,0.010455104551045702,,-0.0001532567049808975,,,0.00044676098287421695,0.0013993842709207893,0.0024390243902439046,0.0030777122339060714,,,0.00031502677727601736,-0.00031585596967786955,0.0,5.149595756726022e-05,0.0,0.0,0.0
1999-03-17,0.0,0.0,-0.003263551699434819,,,0.003924245009384153,0.0002851168979280949,0.00027553269654667645,0.0006994229760446391,0.0016520302582383461,,0.007434089515634623,,,-0.0005954153021732189,-0.0006987143655673433,-0.0016220600162205612,-0.004091025313219143,,,0.0,-0.00031595576619269927,0.00030422878004254805,0.00010298661174057422,0.00047458342121919905,0.00010019036168706918,-5.265652151009714e-05
1999-03-18,-0.0005446664844140914,-0.00225100061246597,0.0013576106053345693,,,0.00016995241332429245,0.0,0.0,0.0013105014852350383,0.001822916666666563,,0.0008368200836821327,,,0.0003723562704796013,0.0009788840721578485,0.001353912808015112,0.0012836970474967568,,,-0.00020995171110660404,0.00042140750105335023,0.00010137875101379201,0.00041190402636193113,0.0007905971643915599,-0.00010018032458414261,5.2659294365486886e-05
1999-03-19,-0.0008167646468333345,-0.002624157478113398,-0.000398755881649282,,,-0.0012744265080714134,-0.00038004750593834125,0.0,-0.001483291161329725,-0.00476561823065591,,0.0014442079659471307,,,-0.000744435345790273,-0.0023749650740430006,-0.0035154137371552485,-0.005641025641025643,,,-0.00010499790004192544,0.0,-0.0003041054232133522,-0.0002573340195574092,-0.0002106593638087073,0.0,0.0
1999-03-22,-0.000544501358445526,-0.0026225232738356086,-0.00335088559119201,,,-0.0014461931093151525,0.0,-0.0002754567991920531,-0.00148549458231384,0.0020895002611875935,,0.0,,,-0.0008194889368993152,-0.0014003640946645968,-0.0016282225237449488,-0.0023207839092315163,,,-0.00010500892575870946,0.0001053074978938362,-0.00015209896572698778,-0.00020592020592014038,-0.00010535187526339307,0.0,-0.00010531304302041633
1999-03-23,-0.0008165170718030801,-0.0022469969785775534,0.004162664105027192,,,-0.001959447946839221,-0.00047523999619802915,-0.0013776634827331602,-0.003150433184562873,-0.006255430060816636,,-0.00037950664136632284,,,0.0007456009543691522,0.0008413967185527671,0.0,0.0007753941586974289,,,0.00010501995379130769,0.001895335369064055,0.0010648547233911287,0.0,0.0007902223158782196,-0.00010019036168729123,0.00026331033756399336
1999-03-24,0.0035470356525502122,0.009804389076176312,0.003985969387755084,,,-0.0010243277848912546,0.0007607455306199995,0.0011036512462061498,0.0007023088403124156,-0.0004371393600279827,,-0.005315110098709108,,,0.0005960363582178108,0.0015412638363458964,0.002174503941288375,0.0028409090909091717,,,0.0006300535545522568,0.0003152916447715093,0.0005065342923717964,0.00036043458112344773,-0.00026319945254515975,0.0,5.264820469608189e-05
1999-03-25,0.0019095407045475188,0.002257284780400992,-0.0030173098300777523,,,0.001452618986584664,0.0003800836183960321,0.00018373909049151926,0.0008772699359593794,0.0005247966413015615,,0.005801526717557293,,,-0.0008935219657483229,-0.001958589815332923,-0.002983455383780864,-0.005665722379603388,,,0.0003148284185117145,-0.0006303845345660974,-0.0003037667071689176,0.0002058884084825685,0.00021061499578789444,0.00020040080160321772,0.0
1999-03-26,-0.0021778102503723362,-0.008599450723329238,0.0020707231602421494,,,-0.004010238907849795,-0.0002849544072948129,-0.0008266740148801244,-0.0044701551406785,-0.00821750152985401,,0.004857316332726347,,,0.0004471605306304305,0.000841042893187538,0.0,-0.0002590002590002749,,,-0.00020981955518251105,0.000420521446593769,0.00030385900941953814,-0.00025730753396446815,0.0,-0.00010018032458414261,0.0002632271650435669
1999-03-29,0.0005450955971806337,0.0007505916069132645,-0.0007153075822602384,,,0.0002570033410433936,0.0001900237529690596,0.00027578599007171967,-0.0007923930269413404,-0.0022917584839136085,,-0.001888217522658664,,,-0.00022348033373065235,-0.0021008403361344463,-0.0029923830250272454,-0.0038860103626943143,,,0.00010493179433379574,0.0,-0.00020251113811264876,0.0002058990065372246,0.000421141292903604,-0.00010019036168729123,-0.00010526315789483043
1999-03-30,-0.0027203674711899772,-0.0059807773152326105,0.0027837429412231884,,,0.0020554984583760483,0.0008549444286121144,0.0013785497656464418,0.0027315181954357115,0.0030037989221662897,,0.004161937192584064,,,0.0009686312495342797,0.002666666666666595,0.003819918144611245,0.007802340702210753,,,-0.0008393662784597078,0.00021017234131992524,-0.00010127607859011789,0.00020585662086358703,-0.0002104820037885924,-0.00010020040080149784,5.263711969694107e-05
1999-03-31,0.0019084974259246934,0.006394295763573199,0.0038071065989848663,,,0.0029059829059829845,0.00018982536066824984,0.0009177679882526046,0.0017574692442883233,0.00493261692944591,,-0.0015071590052749828,,,-0.0005210659520619165,-0.0016797312430011369,-0.0024463169339494772,-0.004387096774193577,,,0.00031502677727601736,0.0005253204454715998,0.00040514534589286555,5.145356315927607e-05,0.00031578947368426924,-0.0001002104419280947,-5.263434917635035e-05
1999-04-01,0.0008177299955725026,0.0026308271459900556,-0.0015012642225031847,,,-0.0030680074995739215,0.00018978933383961838,0.0008252338162479944,-0.000526315789473708,-0.0005259006047857451,,0.0015094339622641062,,,-7.447680047667493e-05,-0.0014021312394839613,-0.0013623978201634523,-0.005184033177812353,,,0.000419903422212764,0.0006300535545522568,0.00010124531740407505,0.00015435274747876981,-0.0006313795643481113,0.0,0.0
1999-04-02,-0.00027244468830767143,-0.002249599795444368,0.005776687504945643,,,0.0,0.0,0.0,0.0,0.0,,-0.0014318010550112836,,,0.0011917175629376775,0.0037910699241785473,0.005729877216916757,0.009379885356956663,,,-0.00010493179433357369,0.000629656837023651,0.0,0.0,0.0,0.00010022048506730385,5.263711969694107e-05
1999-04-05,0.0,0.0,-0.0006294256490951833,,,0.0,0.0,0.0,0.0,0.0,,-0.001207456041053434,,,7.439369141493124e-05,0.00027975940691016277,0.0005425935973955021,0.0,,,0.0,-0.0002097535395909622,0.0,0.0,0.0,0.00020042088385596735,0.00010526869835247865
