,AUD,CAD,CHF,EUR,GBP,JPY,NOK,NZD,SEK
1999-04-09,0.008092804222641775,-0.003683201675893979,-0.008435867088392533,-0.004837261503928053,-0.0031424674516105497,-0.0015070711654064997,-0.0011969699420074267,0.007423444680819715,-0.0013149456039112078
1999-04-12,0.009106721989359036,0.00638796446603996,0.004557341877515145,0.006487461811322188,0.005579478785184598,0.007865013067601892,0.007832952530285977,0.01491856447567322,0.001510617193421933
1999-04-13,0.0037694354412942106,0.0038763659566107703,-0.005667506329852374,-0.005241849237632478,0.0011795497879496086,-0.0005550060111756472,-0.0025280137175993952,-0.001099020251678056,-0.00288111795992054
1999-04-14,0.00215680742343027,-0.0032473862547145343,0.0012582902065900964,0.001880160741252615,0.0006333780391348792,0.012115185947844918,0.005241822014735938,0.0006881466735481395,0.003562351599714698
1999-04-15,-0.0025087587587588364,0.000862040386865349,-0.008610504321427865,-0.007706228336930266,-0.0032582538926453487,-0.0033286765940865096,-0.004688829754644123,-0.0018542395775772908,-0.003003582690101106
1999-04-16,0.014858602330378369,0.0031877211369402705,-0.00015143249518972414,-0.0021581741140613005,0.001162052179597732,0.008503521943344451,-0.0007070807846689581,0.00845810010046939,-0.003308281807416683
1999-04-19,0.00754949220278944,0.003116448716224367,-0.00787493750565621,-0.008663919819298399,-0.0013994534988403078,0.00024623237701807093,-0.00491305663197432,0.005312692516484052,-0.007639550049287196
1999-04-20,-0.004651424307014449,-0.003781332831227356,0.0036521333060160082,0.004019767334147468,0.002714421502367849,-0.0019519832834891072,0.0024126929262957356,0.001844031873154589,0.0005078227846569885
1999-04-21,-0.003286088430134111,-0.00129484423483734,-0.0037728962397620353,-0.004672432183650637,-0.006004284352208276,-0.012999760716717877,-0.003090973116001192,-0.005498831195571987,-0.003769792783580679
1999-04-22,0.005575048130344604,0.0055665965175091215,-0.001213931681041073,-0.001067216520611878,0.002798765055300465,0.0016050274129015465,-0.0014657836301990258,0.0013950797710387413,-0.0009765662956505727
1999-04-23,0.004145360891648775,0.003382903104951394,0.003399872118055025,0.004485287065877721,0.0034754012374435205,0.0015191403246060658,0.0019856716261504393,0.002742863629085325,0.005454856687874804
1999-04-26,-0.007490237298283013,-0.0029986703707634297,-0.004824037675078498,-0.004061092276608854,-0.0023995565266850816,0.0035882339863522856,-0.0020806136603335715,-0.003250375976325706,-0.0033004780323758094
1999-04-27,0.0023542072586629917,0.0009414413305908581,0.002871495868728634,0.004369845958293673,0.0021367468334532666,-0.010298697352618581,0.002542551712771657,0.0014299040781975683,0.004190993147740963
1999-04-28,0.005888758958367669,0.0017770033492784097,-0.0034136598633631335,-0.0015772844485106245,-0.0006916796863982585,0.008580236995051976,-0.0016784244923887196,0.0038153500964925205,-0.004001353209883001
1999-04-29,0.008852517527087198,0.006300579483242247,-0.004200148125308402,-0.00394565158673783,-0.0022971389546355414,6.465912429598439e-05,-0.0016111690964478369,0.011063099265499527,-0.0018360419043274485
1999-04-30,0.005317679325321007,0.007812050510784918,-0.0025116864321505445,-0.0011354001432937117,-0.000793404351924291,-0.0018558426737879255,0.003305532044497348,0.005913994585006841,-0.0008209437021972367
1999-05-03,0.0010664521696872073,-0.0003162062304371626,-0.0012236006895501588,-0.0011186593209952208,1.58835720361775e-06,-0.006443019145559531,-0.0017501158287898388,0.0012555263987812672,-0.007121736330781449
1999-05-04,-0.0021135484043763443,0.002964445861258661,0.005606653527341043,0.003762195153814442,0.006372390589132129,-0.0067797453026348185,0.00396068874165306,-0.0028644440482557413,0.003061626402499124
1999-05-05,-0.0009400728707451706,-0.0020880092920447443,0.00850316374188994,0.006632288666920708,0.004305593298033808,-0.0011322739063391273,0.003778178458792502,-0.001782188052525899,0.0019172328345051074
1999-05-06,0.013581534204437615,0.0019512193976786614,0.008791852456485562,0.00921325469293104,0.006440825741984302,0.0018499372578573306,0.0087687732336341,0.011559289044915152,0.009698586097954435
1999-05-07,-0.0013603751799449754,-0.0038406435442767096,-0.0008362014621181829,0.0008187263937305834,-0.0023807778008611124,0.0005593998411486549,0.0027726307312693856,-0.007872034436830676,0.004383367228490128
1999-05-10,-0.0007648821076307454,-0.0009373610887810151,0.0010569207189096259,0.0013155604697114214,-0.0016457023702823627,0.00023249559864276697,0.006973866751397705,-0.00022427260126477356,0.004251145507184179
1999-05-11,0.004777556986548317,0.004983224067015167,-0.006918174287955159,-0.007151474256737478,-0.0060596207292159575,-0.002689122858827372,-0.008371018191484593,0.005166514937850685,-0.008146126605692547
1999-05-12,-0.007170318822190292,-0.0034793451136047016,-0.002658370448344985,-0.004821610601426973,-0.0014791450627951847,0.0007269534358508031,-0.00376360912863518,-0.003561767091095316,-0.006500498587979113
1999-05-13,0.00047576969352043695,-0.0015885762956695183,-0.0031400347913808887,-0.004489262580270719,0.0001996698955904796,-0.006755427000291742,-0.004018709443546084,-0.0012047548609007324,-0.004842896649611908
1999-05-14,-0.0019051611003827783,-0.0011420518081152154,0.006212733744021913,0.006787398498178135,0.0012373453318335575,-0.0032566288943957885,0.006762950236293181,-0.003026391961871245,0.0056187188127558635
1999-05-17,-0.0012186992764128192,0.001462655212905017,-0.0019762841374926688,-0.002362278678288201,-0.0006529613374184856,-0.008992181779513456,-0.0012454105593708046,0.0018869500372856902,-0.003891156863700216
1999-05-18,0.008735486045413392,0.00037871880260621825,-0.0014088977973155542,-0.001017511627521775,0.00030384142867918726,-0.000540637989305218,-0.0026735056149419763,0.004901266104174254,-0.003135643350075177
1999-05-19,-0.012494066079477163,-0.005585610189407148,0.00027552130470059996,-0.0006373258614515034,-0.001091638638106924,-0.010590478877560877,-0.00478738931881373,-0.01777133895841244,-0.0001438894183870373
1999-05-20,-0.0012699656965214647,0.0006994963116153838,-0.0046369932983445165,-0.003228951362663594,-0.004944155951203506,0.0030754781384816302,-0.0033205290928279966,-0.004899731155228269,-0.0007250003055062971
1999-05-21,-0.001332286824045611,0.004490055791048562,-0.007677710415713334,-0.006642699609418184,-0.005776350223072614,0.0015079049699676414,-0.0027961162390362786,-0.004959758165061222,-0.005408719308017287
1999-05-24,-0.0028457905944152084,0.002500271038945097,0.002960130995905904,0.0015986156490662203,-0.003735387973771252,0.0005689336465486595,-0.001775305410615402,0.0003523307644662495,0.0011312053532172143
1999-05-25,-0.0030357840561550976,-0.002272802997170968,0.008293312989904987,0.00336372751770374,0.003958292824182912,0.008848571165410749,0.003238454763376015,-0.006042243943038712,0.0005571232032813805
1999-05-26,-0.013428234546879577,-0.00983605183969096,-0.010923111160170149,-0.01221072025231474,-0.0027680764940150155,0.007263870439495979,-0.00884117965229833,-0.01967854261761087,-0.008699592071801902
1999-05-27,0.0012136217397185234,-0.0018583613777758271,-0.002334371893703705,-0.002106758296005999,-2.5756420831962128e-05,-0.0007749746135698023,-0.006165004363900039,0.002444506942491408,-0.0047714853442763945
1999-05-28,0.0068749273191185565,0.002833776210919026,-0.00027291674996230607,-0.00018287287800932065,0.003439077195107484,0.008882380437343922,0.001965659455678943,0.003990074689210564,0.002775246532288174
1999-05-31,-0.007846174488892741,-0.0032810085126779498,-0.0015310653896534433,-0.0027016952517325,0.0005981593176738061,-0.008142406604790866,-0.0018834887207222165,-0.0035334906441465315,-0.00464608375442553
1999-06-01,-0.007861967905723475,-0.004661225388963903,0.002402361756336612,0.0034081344196165244,0.0032502078310892393,0.009538272297205847,0.004186844743709846,-0.010761104152515681,0.003604617325827105
1999-06-02,0.0012071143135182084,0.001850841842038563,-0.009696204056072072,-0.010013083066924174,0.0006088639814453202,-0.0014068475519336716,-0.00974627068457948,-0.004925206406799999,-0.006634989578662831
1999-06-03,0.004602889019863359,0.001921743542397377,-0.0005603586001974062,-0.0008179102632552424,-0.003072529233404451,-0.0061781827460830625,-0.0013998363624810456,-0.0022907593099024226,0.00029381231810685646
1999-06-04,0.010910575549071275,0.00584816797225627,-0.0019175973280451016,-0.004743485146614198,0.001195392742703755,-0.002510141253564535,-0.002768708534357437,0.016567052433886387,-0.002295942003415055
1999-06-07,0.006134375922701775,-0.0008050861241410787,-0.001044734852261037,-0.0008218309149860693,-0.0017219641075253477,0.005763807410042503,0.003140463073443663,-0.0029706884033093503,0.0013750342468661048
1999-06-08,0.0011025096134386525,-2.9857304440327747e-05,0.00982767873828583,0.012523858542966797,0.00022119768390564833,0.008376093900314694,0.011638910427620502,-0.0024351005026699538,0.011423772152775482
1999-06-09,0.0019805349600808112,-0.001604860109950537,0.0006189918255589499,0.0004720832340560325,-0.002161387080051651,0.009337927656004143,-0.0009414706201933336,0.006388052208835181,-0.0017366573000567032
1999-06-10,0.0037923114689048755,0.008313757486599509,0.0011991434203360457,0.005511209329006561,0.0025187648502248425,0.00034821112381863684,0.007175972814040601,0.0018950825123665008,0.008612310211707325
1999-06-11,0.003656859542892681,0.0005041542123634367,0.0007889314869198471,0.0002700734229227317,0.0036955286749524975,0.006857954651571858,0.0006747924042719037,0.01199129565322015,0.002721073903297454
1999-06-14,-0.0025597377845868277,0.0009150962117589059,-0.003930182511925202,-0.005742101519723561,0.0002202577796001483,-0.0194342627842836,-0.003364236501550957,-0.002965081122077881,-0.002853149373121828
1999-06-15,-0.008561552155697523,-0.001004403536875048,-0.0022729207594354645,-0.0016998132364065758,-0.009500504112606585,-0.0017715795066204443,-0.002279406894213619,-0.008988394444958553,-0.0005679054419341794
1999-06-16,-0.001876096935331357,0.000826010635030528,-0.010281198143382811,-0.009620818521556995,-0.0027951954964747267,0.0028955822020487565,-0.006301156408242692,-0.0022365363870217175,-0.004422098089485745
1999-06-17,0.0012695852417689034,-0.0005050331317266529,-0.00016086104387311756,-5.189957806169314e-05,0.0011839462312628532,0.004708071928176087,0.0016485224442927351,0.002323226652861091,0.004017059230947869
1999-06-18,-0.004886788279137896,-0.003203050732116632,0.0046555725100174365,0.006583521933837399,0.0008054341333243506,-0.009035539001311611,0.007753915585035214,-0.005803017668753443,0.009442210810188584
1999-06-21,-0.003766035430665973,-0.004569416328326168,-0.004830674051684883,-0.006547972115390861,-0.003788235343336298,-0.011868394893869661,-0.0010042559394115836,-0.0013488308046668476,-0.0014332889170648238
1999-06-22,0.0012323157998726697,0.0013643327562105124,-0.0013340911289060565,-0.0011985350524959901,0.0007890813648294745,0.0027329391629515192,-0.001979411180411881,-0.0035695110359021073,-0.0025658633915936094
1999-06-23,0.005319009586023391,-0.0034597128216426257,0.0005091769816414418,0.0006483588049546573,-0.006690332922111193,-0.001003035309528693,0.0012698910136121685,0.006625657282310782,0.0019836895839499182
1999-06-24,0.0020009577522940416,0.0013821432189818246,0.0021094919841670415,0.003258932441935218,0.0025468096760885577,-0.002606837431458245,0.0005071873088593852,0.00727362475319274,-0.00267769824630048
1999-06-25,0.007802180172421023,0.005166759124546504,0.01117792956970389,0.011542527712969382,0.004783514624429218,0.0064019815752440635,0.0063578422620382555,-0.0029770507802403473,0.007656322035529057
1999-06-28,-0.006857624488715346,-0.0022635375614430595,-0.009501681106785618,-0.008900763181677502,-0.004398804843528874,0.0017503688835441929,-0.005439268411718725,-0.003285552527778871,-0.006516367188781958
1999-06-29,-0.0032148069411754997,-0.005169216069845279,-0.0048909042065966865,-0.003445164736135886,-0.0010954774786538306,0.0020887065328975786,-0.00032050165470512334,-0.004157485950643766,-0.0019755055259737648
1999-06-30,0.009341972525203534,-0.0026392250844809177,-0.0034919177821130278,-0.002343794203019224,-0.0022353639810393897,-0.0004766585917270883,-0.003107298294290405,-0.0018809622303284379,-0.0048301513235339275
1999-07-01,0.006826680887171713,0.007503117894656567,-0.008398230927954964,-0.006736856746968313,0.0005569888792396444,0.001153401498154924,-0.0032473241972523644,0.0051621464917624375,-0.0031380916719560893
1999-07-02,0.0047553377004290465,0.002171054242130297,-0.003011935290067033,-0.0027677333669402057,-0.0005014860148476117,-0.0030214020604117,-0.0008915294324067427,0.0007869277125993764,0.0001047692568883293
1999-07-05,-0.00478549085719108,0.0016957988232209832,0.0015222108488687851,0.0010155798568921345,-0.0006352667416027273,-0.009410484099188446,0.002084419043028841,-0.005974295113075214,0.0015461306479519995
1999-07-06,-0.0006259358640594956,-0.0043069630681016845,0.0029353547942345837,0.0018390670667170032,-0.004669534914040841,0.0019328254769967893,0.0027556675004667096,-3.809547731347191e-05,0.002778009561086429
1999-07-07,-0.004526076145143872,-0.0006813624769470402,-0.002411168627756486,-0.0023442480315637587,-0.00559088624085749,-0.0006624801594494764,-0.00664509783729444,-0.009815421842097561,-0.0027660417426363716
1999-07-08,0.0021297398472802254,0.000434975227603897,-0.005771108705032679,-0.004686741136474093,-0.0011038201875988828,-0.005191440591382599,-0.0037728276668225775,-0.0015790875537458361,-0.006710911750946811
1999-07-09,0.002290082712281258,-0.0015653445894686041,-0.0003444557286365275,0.000912309235314886,-0.003138750073951526,0.002992449268902536,-0.0012517860088136032,0.006116192411923865,0.0005827681710977769
1999-07-12,-0.005410712083179228,-0.0065211469481379755,-0.004502639197672976,-0.005102991386332614,0.002031954410087606,0.000653751088486861,-0.005338391371981483,-0.003465777811446323,-0.005164304979210576
1999-07-13,-0.004806960741924874,-0.0008045242456626252,0.005013438349388561,0.003983060073595127,0.00022876992282046485,0.007527795241485557,0.0005302924095939988,-0.0037822543181722282,0.0014160877245883731
1999-07-14,0.0020343315551244762,0.0009649158792735356,0.0020473267737737134,0.002754736702860061,0.0039909655207345145,0.005819001008253604,0.0031521592267252014,-0.0008391303057664841,-0.00010615602379545494
1999-07-15,0.0039057524228203,0.000626292793716946,0.0033218312403778595,0.0034891163788444697,0.00399560023533627,0.0017139423552037208,0.005085422297306329,0.0064911510338113935,0.004932954295118717
1999-07-16,-0.004832257006169995,-0.0012852223220164423,-0.0035571704414939674,-0.00280638245149091,-0.001982190855934473,-0.004727788151298781,-0.002762206353633177,-0.004646349688079654,0.0007593535636291061
1999-07-19,-0.013166712081302361,-0.006749496849985404,-0.0034877595551517605,-0.00011970199820227314,-0.003229914791744602,0.01459001449666185,0.0010003761485026194,-0.007031362485284305,0.0002350921162851267
1999-07-20,-0.0023582710784538488,0.001073394532603202,0.023456656125379224,0.01870192473898934,0.006748636037355009,-0.0014184799451620268,0.014217210696667067,0.004414122804772892,0.017525059022916033
1999-07-21,-0.004962038119058952,-0.00686285717039995,0.008367640083374562,0.008848889355479407,0.0014698171632246358,0.00828479041906687,-0.004215990674546709,0.0052552695992581075,0.0046871543364680685
