,AUD,CAD,CHF,EUR,GBP,JPY,NOK,NZD,SEK
1999-01-01,,,,,,,,,
1999-01-04,0.009063151016921329,0.007132948153526948,0.0036239361857702394,0.004992228345344021,-0.0022500744847165355,0.0010983387497860147,0.016227253611249447,0.004907801418439532,0.009306950083237625
1999-01-05,0.005026241493487217,0.0026739233879095464,0.0005252174549758761,-0.0014424901935972654,-0.002449816902911164,0.00906130797854323,0.009024526942748284,0.013102474828267666,0.007146263756226105
1999-01-06,0.011667398388783525,0.007430526321109928,-0.00844244469406219,-0.0054987704379493635,0.0005161106301164479,-0.008958723466369407,0.00014147949663994197,0.0030533263981769184,0.006444861036560838
1999-01-07,0.004516066435571052,-0.001669289003383568,-0.0047122765310902,-0.004262774687032493,-0.003758862100869328,0.01299214442704346,0.002548195387369414,0.0036534951530229893,0.00412927511943521
1999-01-08,0.001446709867762396,-0.0012569104160741929,-0.007618842625175026,-0.010140349580297067,-0.005602497828371345,-0.0028990830805410207,-1.6749723564478927e-05,-0.0014894772990539577,-0.003975483460130655
1999-01-11,0.012556071111672446,0.0043440379600431745,-0.0012706081792496734,-0.00164489556765694,2.728618524864279e-05,0.01944499046157109,0.0011492920903053753,0.012887574814951723,0.009115052780156037
1999-01-12,0.0014270325689009122,-1.474110926911765e-06,0.004737837300653876,0.000631928802048946,-0.0058009939712830505,-0.022499746188625398,-0.003671654745640732,-0.00010297638232611705,0.001197970567483958
1999-01-13,-0.016130393428448034,-0.01351519881499861,0.026065050081748583,0.013818408317761396,0.013521357542986532,-0.016533213119152842,-0.0023307613659372525,-0.011468317682739117,0.004952303962514172
1999-01-14,0.002366915908220066,0.0009174649263171639,-0.003124245477388335,-0.0003041524656386634,0.0033799086278136934,0.002771735575631815,0.00017404619543030645,-0.0024076124851318595,-0.0022206726435183336
1999-01-15,0.0006894907027475081,-0.000130633370904642,-0.014693710789334673,-0.009400974897707514,-0.0037494696078587846,-0.004748739032091608,-0.003483074652538108,0.0010611573645802127,-0.0045506458574694555
1999-01-18,0.0010990551490174254,-0.0005233509326838898,-0.002312255704999457,0.0006866368726385631,8.639698944905445e-05,-0.004154399697397235,0.005151374227138688,-0.005156353958749093,0.0008759167479142198
1999-01-19,0.006975119989077663,-0.0005223502746284308,0.005276296173882508,0.0008147734912530306,0.004113489228388737,0.00518403247847419,0.0023440799235927615,-0.0011761306169628168,0.012015366779818126
1999-01-20,0.0016381331817573407,0.0017383668964189706,-0.009318686191411029,-0.003130597669082861,-0.006673055834074793,0.001556446068035306,0.0013874949401347053,0.006280687397708399,0.002837920785009714
1999-01-21,0.0007918658045167965,0.005955086042463846,0.002206340239046721,0.0010394595116373503,0.002851863112732674,0.002579044874215007,-0.0022941535117889126,0.003453034419453069,-0.0009157184224355872
1999-01-22,-0.010616914025313128,-0.0022354991054780284,0.0023508548881162918,-0.0002747609446125917,0.0012868504100404803,-0.008420360076929367,-0.00178986695259088,-0.008125364520981126,0.0003067362940097658
1999-01-25,-0.0031109078067136677,0.002752311253536526,-0.0005998689024381303,-0.0017957032988227231,0.0018260240558497787,0.0015604518424411661,-0.0002290302552499225,-0.005033062028698242,0.00025373114958477457
1999-01-26,-0.0021404711673698707,-0.0021577456796643005,-0.002941459379376732,0.0009138172652443365,0.0012130517924754795,-0.001902414900489391,0.0016838111417912139,0.0003904492343418549,0.0029567576370692007
1999-01-27,-0.0014158231806690605,-0.0006369991332803138,-0.00831089812743958,-0.006080448928376539,-0.004338445437346562,-0.01115527712497111,-0.0015878723045281568,0.0037660919075662032,0.0009000254679165993
1999-01-28,-0.004736901535681922,-0.0039956362531554405,-0.009789486184123244,-0.007415195165052548,-0.002568658605117557,-0.0067376762787997565,-0.004095909607690661,-0.00504036837432118,-0.007204547447571825
1999-01-29,0.0029772984318439067,0.010194052236866095,-0.005753148263573132,-0.005472790054579597,-0.0029590491805716497,-0.0007164887431092892,-0.005051428571546104,0.007819698667662817,-0.006361477239661871
1999-02-01,0.010062479563791877,0.0019906954596226943,-0.0030630968800350717,-0.004695292436871724,-0.0012979145957965044,0.009929241907734676,-0.0024818090694002097,0.00855304340663865,-0.002125792775249593
1999-02-02,0.008198158472182672,-0.003316951996697418,0.01001617855560436,0.004326526538867014,0.003426115334642708,0.022469118593467736,-0.0027044472038202563,0.005115688424216045,-0.00030283241844866483
1999-02-03,0.0035241273857934763,0.00017269654518496305,-0.0008379694548352799,-0.000821400042862517,-0.00488015811677148,0.0022487659877656677,-0.0058967736544562836,0.009330180956965629,-0.005310970376648732
1999-02-04,0.004193149488503206,0.01136742613759849,-0.005206230685225865,-0.004850606581733546,0.0005150639209274751,0.0005215294397796281,-0.00536799207236076,0.0023610733798183517,-0.0005955916815010028
1999-02-05,0.011774178270341993,0.0048782600089003455,0.0003257470806473567,-0.000376950015918461,0.000391741374626475,-0.006680901024902788,-0.0010395563853739414,-0.0008395516769956453,0.0032761449784676744
1999-02-08,-0.0010025958551428769,0.0007673585099453324,-0.0030825952536467326,-0.003445690902035581,-0.0033676452417516606,-0.006849829181560409,-0.0005218354514803013,0.01274657536998874,-0.006930470753948271
1999-02-09,-0.005358925863449711,-0.004630495418961585,0.003033140171410941,0.004436460388957405,0.002415494478470885,-0.005940240044959611,0.002921291056435355,-0.005468068053770119,0.00221664064520518
1999-02-10,-0.0026585056248491987,0.0006036882736618376,0.004621047793488838,0.001713994851163461,-0.00465596880481204,-0.0012448849111390643,0.0011351939923260439,-0.006804939690062508,-0.0002882819122275426
1999-02-11,0.005898134836594294,0.003630421361080996,-0.0036318730221160285,-0.001941097724230278,-0.001999874372030766,0.0017971578782210922,-0.0002309772439514612,0.0007912838278856921,-0.00043566627808425904
1999-02-12,-0.0060460454307174815,-0.004074893676922544,-0.0002305491431839169,-0.0016819145238898083,0.002465623907521473,-8.430574322032849e-05,0.003092273244515044,-0.005765657295366521,7.378390690953103e-05
1999-02-15,-0.000624976378710132,0.00041667678473929107,-0.004798698110381537,-0.0021343609958912628,-0.0005442608630373706,-0.010680101100898664,-0.0034163541988284727,-0.00496298449143037,-0.00218243476350709
1999-02-16,-0.012831977061996834,-0.00403323638203974,-0.00580938596144182,-0.00674561062176484,0.00297832677810551,-0.022482923414334662,-0.0090741922536915,-0.015536895054967187,-0.00426727808339019
1999-02-17,-0.005083748199922933,0.000769072370105735,0.005148019169557827,0.004658556828715074,0.0013583628296593416,-0.006139927112527484,-0.0028248311374533923,-0.0011698292024640228,0.0005801566175321043
1999-02-18,0.0015846262896748245,0.0065723793485404245,-0.00103207790363992,-0.000903083006443056,-0.0013910050740851344,-0.007590327551270375,-0.006672704617719615,0.0028398636997433373,-0.0040587931761385644
1999-02-19,0.004350538378469025,-0.0021973468973284036,-0.012523520519047562,-0.011332639578701731,-0.002434389608550452,-0.006109206711623509,-0.004293815793300592,0.005312650401688273,-0.009170556191653271
1999-02-22,0.0034701017977719264,-0.0012772205078956998,-0.005660734863285655,-0.0058105091097556735,-0.004105708952295041,0.0014665167011017656,-0.004487994539742698,-0.0014529757155424955,-0.004081048745184897
1999-02-23,-0.0023621405598469956,-0.0033619182411540063,-0.0013587330386923863,-0.004769222749518108,-0.006985076672663482,-0.007310134533208324,-0.0030416387313891248,-0.007331669698906882,-0.004989904246832137
1999-02-24,-0.011252055070680443,-0.0005521920046089858,-0.0013173208471468929,-0.0023191164695040927,-0.007742530810901088,-0.0055505747218038545,-0.0018830378434084264,-0.012358750503080523,-0.005309424937128621
1999-02-25,-0.009292449928374776,-0.0031233004099498634,0.00893159751625518,0.008795913525845847,0.003183933637850389,0.01483658161708326,0.003091525435327065,-0.00903809583516176,0.0034865983989509834
1999-02-26,-0.007814928360052124,-0.003654888792248579,-0.0057805726128820414,-0.006707353072143769,-0.0012499913329866944,0.01217479726837968,-0.004899035708462075,-0.004188017966723648,-0.010853535470125783
1999-03-01,-0.004046125979211438,-0.006970856397721421,-0.004871286069993975,-0.003996675732849816,0.003665358725715741,-0.006761048496734138,-0.0008481952539111868,0.0009800309171377809,-0.001994553236856638
1999-03-02,0.004032732965644187,-0.0005901780176814535,-0.0015000653624659508,-0.0007792391672606805,0.00509512020845315,-0.007219657448982497,0.0007904620477178821,0.007238659778547813,-0.000755363000062279
1999-03-03,0.005691274975770789,-0.004526123474740808,0.0017759489434918088,-0.0008088536685337504,0.0009591548811120731,-0.008342264805462485,0.00011297307511279153,0.0024793805014207133,-0.00024422878947390507
1999-03-04,-0.0020543073957912748,0.001490248430669935,-0.009180199428592406,-0.008183786783994595,-0.006010614489417288,-0.017102505182216694,-0.002924080353152171,-0.0045389313137027005,-0.00458264305750841
1999-03-05,0.008171737255824143,0.006645510798548768,0.000586619320908277,0.0018778911252030116,0.0011066840980306775,0.008995588030920333,0.005350541305746716,0.00604539571297773,0.005070804934848527
1999-03-08,0.0033497329756515285,0.0008008893164712972,0.002221873969742512,0.002901404431398831,-0.001251542576493218,0.0025634345501713224,0.003910838950962517,0.003561454705199331,0.0013693085382227078
1999-03-09,0.009806169806169602,-0.0013363249833732577,-0.0008579390703087602,0.00038716443208779985,0.004432046723909379,0.004348406642337454,0.002494139283955372,0.0048619579151421965,0.002156084617803345
1999-03-10,-0.001606736712852324,-0.003283830812878958,0.0035107426130316726,0.00623579242465776,0.007816274365157621,0.01257774945972597,0.005694170556375638,0.003008390636506112,0.010443920493106117
1999-03-11,-0.003103501287520741,-0.0005557570945423799,-0.00809170735433251,-0.0113439762915588,-0.0003643513848222977,-0.0019919983897845714,-0.006094372516957382,-0.007070312257648141,-0.00600268978701274
1999-03-12,0.003636937150067077,-0.0008707891119940367,0.0071989046257826305,0.010301833050030067,0.0045393850262443565,0.007197624712322336,0.009852011626783471,0.002945856556113721,0.007087168399988678
1999-03-15,-0.005537396721632257,-0.0035679388933673793,-0.0014819176332920808,0.00010912860806471328,-0.007487835406878444,0.009548170374437165,-0.004093980485088463,-0.0025953475622672306,-0.003948744628475405
1999-03-16,-0.011984071803299292,0.00014620921343371141,-0.0022842256288289637,-0.0033987997817785222,0.0016025845438955113,0.001509842932450483,-0.0018935469185780243,-0.008804485417811852,-0.009994059163240301
1999-03-17,0.0025050912153877364,0.0055394926031612935,0.010396862359491775,0.009159378332461655,0.0033306425274678515,-0.004480934115491006,0.010872845577973316,-0.005284703974660299,0.007718362262150823
1999-03-18,0.008098775673716382,0.0018469759802204066,-0.0022402053986800463,-0.002006432315050831,0.0004684791658135781,0.0051850551293082196,0.006700694708613786,0.010291397440770293,0.003247225462415826
1999-03-19,-0.0017775034771128583,0.000239732391969188,-0.005671955125815832,-0.005587961201786542,-0.0005571414442159369,0.0053092940374145975,-0.002224169901372192,-0.0009120967775647626,-0.0053225891007482855
1999-03-22,0.004909364095463983,0.0057352191613508985,-0.0017904951486391837,-0.0019848100753425313,-0.0008640981909286284,-0.006962518165907186,-0.00291146904830971,0.004679034194793014,-0.0035909777322331907
1999-03-23,0.008576146229367063,0.0008703279493225924,0.001898774361453098,-0.0007389629575552761,0.0022942739125473505,-0.0005850642132217112,0.0015793861488081298,0.008423855896824027,0.0017366635132601213
1999-03-24,0.0018557621954927482,0.0027131075878699612,0.0032800331513836785,0.002245396581883525,0.007122416252469732,0.0033196347993440624,-0.0009182360441851812,0.0029827571611154504,-0.004693939109531265
1999-03-25,-0.00592279189824921,-0.004404193960909057,-0.0074553161174177995,-0.00446489310009718,-0.006754111184872463,-0.004851226618039874,-0.0033929256829493197,-0.0028818402275992932,-0.005077396260827759
1999-03-26,-0.003837140109971847,-0.0022599275661264917,-0.011444646301671111,-0.012793700761781601,-0.007277480383199579,-0.016533374287472855,-0.004578450219610615,-0.00441438484137155,-0.007601109636423664
1999-03-29,-0.0001627366381659092,0.0008063772621162893,-0.001779874463801689,-0.001631793819699459,-0.0007842531682056286,0.002977919881513513,0.002185803705036506,-0.0006075838071658,-0.0005658454306634569
1999-03-30,-0.009512746793372263,-6.722411557161682e-05,0.0018003038187509913,0.004158336995294112,-0.0030291166375783236,-0.0062241880848513485,0.0031472646500340052,-0.005052391326901058,0.002555449161725548
1999-03-31,0.005757910228108907,-3.305129561072862e-06,0.0027939998001894843,0.0031509626999976495,0.000403035789578139,0.01684571928118643,0.004424999137388394,0.001885010010009898,0.011481482042977543
1999-04-01,0.009507704862100248,0.005581207488989129,0.002356510975868807,0.001508751990252306,-0.005807060314312112,-0.009152880431607512,0.00163046131397936,0.006770407281825173,0.000342263541485541
1999-04-02,-0.005037882549288952,0.004703770470436794,-0.002695443089677476,-0.0023114709685993916,-0.0006913186175289747,-0.008904744862138696,-0.0020833070779677056,-0.005593079822281511,-0.002068226159477912
1999-04-05,-0.002495088615042045,0.0007963553755409639,-0.0069574551903611925,-0.006107217508914503,-0.001677515059510101,-0.011275427314757674,-0.006078254758069731,-0.0016950562073402926,-0.005280328567245404
1999-04-06,-0.008015271195365945,-0.005358792745251611,0.004774702070868979,0.003625460798139467,-0.006993223069338578,0.00715676306502771,0.0038650037818476896,-0.006402222513781409,0.001999691255968629
1999-04-07,-5.3084473322392086e-05,0.0029290335080139197,0.003337128519279571,0.0030944024880115457,0.003486958953919345,-0.0007224458958408293,0.00068965832134016,0.0032891923841141396,-0.0023244097761486813
1999-04-08,-0.00497389888694231,0.0016101777169091178,0.00428452515589291,0.0034258286594217842,0.009545898930858691,0.0014962646372593605,-0.0038456227905528046,-0.0013280187514491386,0.0013164571813812029
